return_id,credit_note_number,order_id,order_line_id,outlet_id,product_id,return_date,return_qty,qty_uom,return_reason_code,credit_note_value_inr,approved_by,approval_date,disposition,status
4336,CN0004336,82543,504623,697,152,2026-06-26,2.0,EACH,RT04_QUALITY,11.01,AUTO,,VENDOR_RECOVERY,PENDING
4337,CN0004337,20774,127509,614,24,2025-06-05,4.0,CASE,RT05_OVERSUPPLY,137.65,ASM,,RESTOCK,APPROVED
4338,CN0004338,73213,447577,353,86,2026-05-02,185.0,EACH,RT03_WRONG_SKU,38.3,AUTO,,SCRAP,PENDING
4339,CN0004339,73404,448744,526,138,2026-05-09,115.0,EACH,RT01_NEAR_EXPIRY,45.26,RSM,,RESTOCK,APPROVED
4340,CN0004340,59452,363541,206,274,2026-02-19,19.0,EACH,RT05_OVERSUPPLY,64.39,AUTO,,SCRAP,APPROVED
4341,CN0004341,42293,258575,493,101,2025-10-28,5.0,CASE,RT02_DAMAGE_TRANSIT,1644.56,ASM,,SCRAP,APPROVED
4342,CN0004342,71,430,657,46,2025-01-27,1.0,CASE,RT02_DAMAGE_TRANSIT,281.61,RSM,,SCRAP,REJECTED
4343,CN0004343,55078,336583,203,109,2026-01-12,1.0,CASE,RT04_QUALITY,607.3,RSM,,SCRAP,APPROVED
4344,CN0004344,77712,474856,574,79,2026-05-23,19.0,EACH,RT02_DAMAGE_TRANSIT,31.7,RSM,,SCRAP,APPROVED
4345,CN0004345,37365,228252,211,104,2025-09-12,1.0,CASE,RT04_QUALITY,78.18,ASM,,SCRAP,PENDING
4346,CN0004346,58594,358293,717,118,2026-01-29,1.0,CASE,RT01_NEAR_EXPIRY,3894.36,ASM,,VENDOR_RECOVERY,PENDING
4347,CN0004347,74520,455406,203,51,2026-05-15,21.0,EACH,RT01_NEAR_EXPIRY,111.91,ASM,,RESTOCK,REJECTED
4348,CN0004348,33564,205475,681,242,2025-08-14,2.0,CASE,RT04_QUALITY,614.12,RSM,,RESTOCK,PENDING
4349,CN0004349,31758,194251,322,68,2025-08-17,7.0,CASE,RT01_NEAR_EXPIRY,1254.77,AUTO,,SCRAP,APPROVED
4350,CN0004350,66401,405991,396,165,2026-03-18,1.0,CASE,RT02_DAMAGE_TRANSIT,152.36,RSM,,VENDOR_RECOVERY,APPROVED
4351,CN0004351,22108,135484,669,16,2025-06-18,1.0,CASE,RT04_QUALITY,638.49,AUTO,,RESTOCK,PENDING
4352,CN0004352,62482,382064,543,179,2026-03-08,1.0,EACH,RT01_NEAR_EXPIRY,61.08,ASM,,RESTOCK,APPROVED
4353,CN0004353,33785,206790,85,324,2025-08-14,1.0,CASE,RT01_NEAR_EXPIRY,1631.52,ASM,,RESTOCK,APPROVED
4354,CN0004354,42284,258526,385,271,2025-10-27,1.0,CASE,RT02_DAMAGE_TRANSIT,461.37,RSM,,SCRAP,APPROVED
4355,CN0004355,72378,442669,550,291,2026-05-04,1.0,CASE,RT01_NEAR_EXPIRY,981.52,ASM,,VENDOR_RECOVERY,PENDING
4356,CN0004356,54688,334061,361,278,2025-12-26,4.0,CASE,RT03_WRONG_SKU,314.82,AUTO,,RESTOCK,REJECTED
4357,CN0004357,13297,81688,496,220,2025-04-03,3.0,CASE,RT02_DAMAGE_TRANSIT,913.7,ASM,,RESTOCK,APPROVED
4358,CN0004358,46927,286947,674,318,2025-11-08,2.0,CASE,RT06_COLD_CHAIN_BREACH,307.88,AUTO,,RESTOCK,APPROVED
4359,CN0004359,22130,135651,436,93,2025-06-07,1.0,CASE,RT02_DAMAGE_TRANSIT,3159.48,ASM,,RESTOCK,APPROVED
4360,CN0004360,54093,330496,518,185,2026-01-12,-5.0,CASE,RT03_WRONG_SKU,918.7,AUTO,,SCRAP,PENDING
4361,CN0004361,19333,118572,248,112,2025-05-31,15.0,EACH,RT05_OVERSUPPLY,8.89,RSM,,RESTOCK,REJECTED
4362,CN0004362,30434,186344,64,218,2025-07-23,1.0,CASE,RT01_NEAR_EXPIRY,2018.93,AUTO,,SCRAP,APPROVED
4363,CN0004363,37437,228665,666,93,2025-09-15,9.0,CASE,RT02_DAMAGE_TRANSIT,3608.4,ASM,,RESTOCK,PENDING
4364,CN0004364,12348,75911,226,11,2025-04-14,1.0,CASE,RT05_OVERSUPPLY,1783.41,ASM,,RESTOCK,PENDING
4365,CN0004365,4183,25744,42,314,2025-02-11,90.0,EACH,RT06_COLD_CHAIN_BREACH,147.15,RSM,,RESTOCK,APPROVED
4366,CN0004366,13648,83897,563,47,2025-04-27,14.0,EACH,RT01_NEAR_EXPIRY,77.53,RSM,,VENDOR_RECOVERY,APPROVED
4367,CN0004367,3335,20637,595,23,2025-01-29,1.0,CASE,RT01_NEAR_EXPIRY,93.71,RSM,,SCRAP,APPROVED
4368,CN0004368,28726,175956,710,85,2025-07-17,3.0,EACH,RT02_DAMAGE_TRANSIT,3.8,RSM,,SCRAP,PENDING
4369,CN0004369,67036,409957,324,114,2026-04-09,4.0,CASE,RT05_OVERSUPPLY,559.81,RSM,,RESTOCK,APPROVED
4370,CN0004370,1887,11589,591,331,2025-01-14,1.0,CASE,RT04_QUALITY,2205.8,ASM,,RESTOCK,REJECTED
4371,CN0004371,62717,383521,136,14,2026-03-14,6.0,CASE,RT01_NEAR_EXPIRY,457.49,AUTO,,SCRAP,REJECTED
4372,CN0004372,2823,17471,182,182,2025-02-07,1.0,CASE,RT01_NEAR_EXPIRY,883.37,AUTO,,RESTOCK,PENDING
4373,CN0004373,24599,150891,278,104,2025-06-30,1.0,CASE,RT03_WRONG_SKU,87.02,AUTO,,SCRAP,APPROVED
4374,CN0004374,71067,434589,355,149,2026-04-13,-6.0,CASE,RT01_NEAR_EXPIRY,1428.17,ASM,,SCRAP,REJECTED
4375,CN0004375,82664,505365,301,163,2026-07-01,2.0,CASE,RT01_NEAR_EXPIRY,163.05,RSM,,VENDOR_RECOVERY,APPROVED
4376,CN0004376,73926,451833,539,334,2026-05-01,5.0,CASE,RT01_NEAR_EXPIRY,255.69,RSM,,RESTOCK,PENDING
4377,CN0004377,15883,97524,76,120,2025-04-30,2.0,CASE,RT01_NEAR_EXPIRY,2115.47,AUTO,,SCRAP,APPROVED
4378,CN0004378,31005,189719,17,322,2025-08-11,1.0,CASE,RT01_NEAR_EXPIRY,611.76,ASM,,RESTOCK,PENDING
4379,CN0004379,74572,455713,45,158,2026-05-21,1.0,CASE,RT05_OVERSUPPLY,25.82,RSM,,SCRAP,REJECTED
4380,CN0004380,75958,464166,463,307,2026-05-20,1.0,CASE,RT04_QUALITY,142.78,AUTO,,RESTOCK,APPROVED
4381,CN0004381,53043,324061,610,1,2025-12-21,6.0,CASE,RT05_OVERSUPPLY,1212.38,AUTO,,VENDOR_RECOVERY,REJECTED
4382,CN0004382,4567,28000,395,326,2025-02-07,1.0,CASE,RT03_WRONG_SKU,162.09,AUTO,,RESTOCK,APPROVED
4383,CN0004383,3633,22401,238,332,2025-02-21,1.0,EACH,RT01_NEAR_EXPIRY,124.87,RSM,,SCRAP,APPROVED
4384,CN0004384,13062,80276,6,316,2025-04-24,46.0,EACH,RT03_WRONG_SKU,104.54,AUTO,,RESTOCK,PENDING
4385,CN0004385,43590,266706,393,322,2025-10-27,1.0,CASE,RT02_DAMAGE_TRANSIT,614.42,AUTO,,SCRAP,PENDING
4386,CN0004386,56036,342432,379,255,2026-01-21,2.0,CASE,RT05_OVERSUPPLY,3652.35,AUTO,,SCRAP,APPROVED
4387,CN0004387,36777,224687,118,50,2025-09-21,35.0,EACH,RT05_OVERSUPPLY,35.68,AUTO,,SCRAP,APPROVED
4388,CN0004388,28006,171610,89,112,2025-07-14,1.0,CASE,RT01_NEAR_EXPIRY,144.24,AUTO,,SCRAP,APPROVED
4389,CN0004389,28656,175525,195,37,2025-08-04,2.0,CASE,RT06_COLD_CHAIN_BREACH,677.3,AUTO,,RESTOCK,REJECTED
4390,CN0004390,3231,19997,548,207,2025-02-12,9.0,CASE,RT02_DAMAGE_TRANSIT,133.41,AUTO,,SCRAP,REJECTED
4391,CN0004391,9671,59718,696,35,2025-04-04,-1.0,CASE,RT01_NEAR_EXPIRY,562.22,AUTO,,SCRAP,PENDING
4392,CN0004392,1558,9476,75,16,2025-02-04,-2.0,EACH,RT01_NEAR_EXPIRY,41.41,AUTO,,SCRAP,APPROVED
4393,CN0004393,53875,329088,187,133,2025-12-22,2.0,CASE,RT02_DAMAGE_TRANSIT,198.69,ASM,,SCRAP,APPROVED
4394,CN0004394,54226,331317,591,257,2025-12-29,5.0,EACH,RT05_OVERSUPPLY,88.16,RSM,,RESTOCK,APPROVED
4395,CN0004395,7873,48376,650,296,2025-02-23,3.0,CASE,RT03_WRONG_SKU,2427.4,ASM,,VENDOR_RECOVERY,APPROVED
4396,CN0004396,27538,168791,518,239,2025-07-08,1.0,CASE,RT01_NEAR_EXPIRY,688.25,AUTO,,RESTOCK,REJECTED
4397,CN0004397,19234,118004,3,243,2025-05-17,-2.0,CASE,RT04_QUALITY,1832.86,ASM,,SCRAP,APPROVED
4398,CN0004398,75382,460607,113,163,2026-05-15,6.0,CASE,RT02_DAMAGE_TRANSIT,59.61,RSM,,VENDOR_RECOVERY,APPROVED
4399,CN0004399,72959,446080,582,327,2026-05-05,2.0,CASE,RT05_OVERSUPPLY,3900.36,AUTO,,SCRAP,APPROVED
4400,CN0004400,6940,42470,477,128,2025-02-24,4.0,CASE,RT05_OVERSUPPLY,888.92,AUTO,,VENDOR_RECOVERY,APPROVED
4401,CN0004401,27480,168434,721,296,2025-07-28,-1.0,CASE,RT02_DAMAGE_TRANSIT,1309.93,ASM,,RESTOCK,APPROVED
4402,CN0004402,5696,34887,593,322,2025-03-05,11.0,CASE,RT04_QUALITY,492.73,ASM,,RESTOCK,PENDING
4403,CN0004403,35450,216701,629,73,2025-08-25,6.0,CASE,RT02_DAMAGE_TRANSIT,791.79,RSM,,RESTOCK,PENDING
4404,CN0004404,5903,36181,560,110,2025-03-07,3.0,CASE,RT01_NEAR_EXPIRY,210.39,RSM,,RESTOCK,PENDING
4405,CN0004405,29684,181658,94,139,2025-08-04,1.0,CASE,RT02_DAMAGE_TRANSIT,372.0,ASM,,RESTOCK,APPROVED
4406,CN0004406,52448,320547,260,154,2025-12-26,1.0,CASE,RT05_OVERSUPPLY,648.05,ASM,,SCRAP,APPROVED
4407,CN0004407,2686,16648,612,268,2025-02-01,112.0,EACH,RT06_COLD_CHAIN_BREACH,53.28,AUTO,,SCRAP,APPROVED
4408,CN0004408,5741,35155,461,75,2025-02-14,3.0,CASE,RT06_COLD_CHAIN_BREACH,460.59,RSM,,RESTOCK,APPROVED
4409,CN0004409,45107,275943,496,167,2025-11-16,6.0,CASE,RT02_DAMAGE_TRANSIT,3146.04,ASM,,RESTOCK,PENDING
4410,CN0004410,2323,14377,555,339,2025-02-01,-3.0,CASE,RT01_NEAR_EXPIRY,297.5,AUTO,,VENDOR_RECOVERY,PENDING
4411,CN0004411,27357,167668,693,190,2025-07-09,1.0,CASE,RT01_NEAR_EXPIRY,213.49,AUTO,,SCRAP,PENDING
4412,CN0004412,20413,125248,513,244,2025-05-27,142.0,EACH,RT06_COLD_CHAIN_BREACH,97.77,RSM,,SCRAP,APPROVED
4413,CN0004413,17241,105716,675,88,2025-05-17,6.0,CASE,RT02_DAMAGE_TRANSIT,1852.53,ASM,,SCRAP,APPROVED
4414,CN0004414,34200,209152,530,186,2025-08-29,1.0,CASE,RT02_DAMAGE_TRANSIT,141.15,AUTO,,SCRAP,PENDING
4415,CN0004415,17008,104316,458,189,2025-05-17,1.0,CASE,RT05_OVERSUPPLY,259.66,RSM,,SCRAP,APPROVED
4416,CN0004416,25114,154058,128,259,2025-06-26,2.0,CASE,RT02_DAMAGE_TRANSIT,2595.94,RSM,,SCRAP,PENDING
4417,CN0004417,41737,255109,518,330,2025-10-13,69.0,EACH,RT03_WRONG_SKU,84.8,AUTO,,VENDOR_RECOVERY,REJECTED
4418,CN0004418,2549,15800,322,336,2025-01-25,41.0,EACH,RT02_DAMAGE_TRANSIT,135.5,RSM,,SCRAP,APPROVED
4419,CN0004419,378,2302,579,305,2025-01-28,1.0,CASE,RT04_QUALITY,817.99,ASM,,VENDOR_RECOVERY,REJECTED
4420,CN0004420,51410,314218,379,80,2025-12-30,2.0,CASE,RT04_QUALITY,98.07,ASM,,SCRAP,REJECTED
4421,CN0004421,70219,429306,277,333,2026-04-19,-8.0,EACH,RT01_NEAR_EXPIRY,87.26,AUTO,,RESTOCK,REJECTED
4422,CN0004422,11909,73253,412,232,2025-04-04,2.0,CASE,RT06_COLD_CHAIN_BREACH,690.71,RSM,,SCRAP,PENDING
4423,CN0004423,83366,509600,62,37,2026-07-21,2.0,CASE,RT01_NEAR_EXPIRY,479.08,ASM,,RESTOCK,APPROVED
4424,CN0004424,69649,425844,684,337,2026-04-20,-1.0,CASE,RT01_NEAR_EXPIRY,1836.31,ASM,,SCRAP,PENDING
4425,CN0004425,50307,307365,310,333,2025-11-29,-3.0,CASE,RT05_OVERSUPPLY,1744.27,RSM,,SCRAP,REJECTED
4426,CN0004426,35352,216084,399,66,2025-09-04,7.0,CASE,RT04_QUALITY,740.0,RSM,,SCRAP,PENDING
4427,CN0004427,19073,117063,630,88,2025-05-12,1.0,CASE,RT04_QUALITY,2086.55,AUTO,,VENDOR_RECOVERY,APPROVED
4428,CN0004428,18265,112042,364,98,2025-05-27,191.0,EACH,RT03_WRONG_SKU,12.72,RSM,,RESTOCK,APPROVED
4429,CN0004429,68623,419682,80,197,2026-04-04,1.0,CASE,RT01_NEAR_EXPIRY,2217.17,RSM,,SCRAP,REJECTED
4430,CN0004430,42861,262218,155,327,2025-10-15,3.0,CASE,RT02_DAMAGE_TRANSIT,4035.61,ASM,,SCRAP,APPROVED
4431,CN0004431,82271,503045,658,147,2026-07-05,1.0,CASE,RT01_NEAR_EXPIRY,136.83,ASM,,RESTOCK,REJECTED
4432,CN0004432,68322,417809,308,223,2026-04-21,1.0,CASE,RT01_NEAR_EXPIRY,1038.72,RSM,,SCRAP,APPROVED
4433,CN0004433,38581,235720,254,15,2025-10-08,19.0,EACH,RT05_OVERSUPPLY,61.66,RSM,,RESTOCK,REJECTED
4434,CN0004434,46204,282524,153,208,2025-11-09,4.0,CASE,RT02_DAMAGE_TRANSIT,562.38,AUTO,,RESTOCK,APPROVED
4435,CN0004435,78345,478850,547,65,2026-05-31,4.0,CASE,RT02_DAMAGE_TRANSIT,62.98,RSM,,SCRAP,PENDING
4436,CN0004436,69743,426413,77,209,2026-04-15,2.0,CASE,RT01_NEAR_EXPIRY,1097.01,AUTO,,RESTOCK,APPROVED
4437,CN0004437,25014,153411,307,156,2025-06-27,-2.0,CASE,RT01_NEAR_EXPIRY,198.3,AUTO,,VENDOR_RECOVERY,APPROVED
4438,CN0004438,40383,246752,611,58,2025-09-29,1.0,CASE,RT05_OVERSUPPLY,314.12,ASM,,SCRAP,REJECTED
4439,CN0004439,40028,244662,70,36,2025-09-23,1.0,CASE,RT05_OVERSUPPLY,403.03,RSM,,RESTOCK,APPROVED
4440,CN0004440,56969,348396,430,144,2026-01-31,-6.0,EACH,RT01_NEAR_EXPIRY,76.91,RSM,,SCRAP,PENDING
4441,CN0004441,37999,232047,715,68,2025-09-12,4.0,CASE,RT01_NEAR_EXPIRY,330.06,RSM,,RESTOCK,REJECTED
4442,CN0004442,58763,359319,356,219,2026-02-04,3.0,CASE,RT05_OVERSUPPLY,607.63,RSM,,RESTOCK,PENDING
4443,CN0004443,43297,264927,200,46,2025-11-09,6.0,CASE,RT02_DAMAGE_TRANSIT,192.7,AUTO,,SCRAP,REJECTED
4444,CN0004444,34670,212022,564,19,2025-08-24,2.0,CASE,RT02_DAMAGE_TRANSIT,1312.33,ASM,,SCRAP,PENDING
4445,CN0004445,41155,251360,312,36,2025-09-30,4.0,CASE,RT02_DAMAGE_TRANSIT,782.51,AUTO,,RESTOCK,APPROVED
4446,CN0004446,56789,347316,254,185,2026-02-04,2.0,CASE,RT01_NEAR_EXPIRY,1055.98,ASM,,RESTOCK,APPROVED
4447,CN0004447,2868,17718,395,298,2025-02-04,-1.0,EACH,RT01_NEAR_EXPIRY,54.8,RSM,,VENDOR_RECOVERY,REJECTED
4448,CN0004448,62777,383926,721,170,2026-02-27,1.0,CASE,RT01_NEAR_EXPIRY,856.66,ASM,,VENDOR_RECOVERY,APPROVED
4449,CN0004449,80173,490141,617,213,2026-06-10,5.0,CASE,RT01_NEAR_EXPIRY,502.5,ASM,,SCRAP,REJECTED
4450,CN0004450,6159,37712,334,162,2025-03-09,6.0,CASE,RT03_WRONG_SKU,1495.5,ASM,,SCRAP,PENDING
4451,CN0004451,20571,126287,551,70,2025-06-04,3.0,CASE,RT02_DAMAGE_TRANSIT,3025.55,RSM,,SCRAP,APPROVED
4452,CN0004452,18419,113008,495,40,2025-05-06,10.0,CASE,RT01_NEAR_EXPIRY,749.45,AUTO,,RESTOCK,APPROVED
4453,CN0004453,54357,332082,229,186,2026-01-01,1.0,CASE,RT01_NEAR_EXPIRY,134.75,ASM,,SCRAP,PENDING
4454,CN0004454,42918,262582,510,166,2025-10-14,-3.0,CASE,RT01_NEAR_EXPIRY,1561.04,RSM,,SCRAP,APPROVED
4455,CN0004455,13399,82363,10,78,2025-04-14,7.0,CASE,RT03_WRONG_SKU,294.53,RSM,,RESTOCK,PENDING
4456,CN0004456,82375,503667,671,117,2026-07-06,1.0,EACH,RT03_WRONG_SKU,6.09,ASM,,SCRAP,PENDING
4457,CN0004457,50411,307982,517,35,2025-12-05,1.0,CASE,RT02_DAMAGE_TRANSIT,171.56,RSM,,SCRAP,REJECTED
4458,CN0004458,65834,402601,445,279,2026-04-01,1.0,CASE,RT02_DAMAGE_TRANSIT,403.15,AUTO,,SCRAP,APPROVED
4459,CN0004459,48030,293632,331,299,2025-11-30,1.0,CASE,RT01_NEAR_EXPIRY,1002.01,RSM,,VENDOR_RECOVERY,PENDING
4460,CN0004460,49598,303263,414,182,2025-12-03,1.0,CASE,RT03_WRONG_SKU,1107.81,AUTO,,SCRAP,PENDING
4461,CN0004461,10139,62551,489,148,2025-03-21,1.0,CASE,RT02_DAMAGE_TRANSIT,727.85,RSM,,RESTOCK,APPROVED
4462,CN0004462,80652,493141,64,193,2026-07-03,1.0,CASE,RT04_QUALITY,292.82,AUTO,,VENDOR_RECOVERY,APPROVED
4463,CN0004463,55476,339003,510,281,2026-01-27,4.0,CASE,RT03_WRONG_SKU,1779.83,ASM,,SCRAP,PENDING
4464,CN0004464,35663,217972,663,257,2025-09-07,9.0,CASE,RT02_DAMAGE_TRANSIT,1850.2,AUTO,,RESTOCK,APPROVED
4465,CN0004465,24891,152696,163,206,2025-06-26,1.0,CASE,RT05_OVERSUPPLY,942.82,ASM,,VENDOR_RECOVERY,APPROVED
4466,CN0004466,41833,255782,384,42,2025-10-11,1.0,CASE,RT01_NEAR_EXPIRY,241.91,RSM,,RESTOCK,APPROVED
4467,CN0004467,77053,470878,193,37,2026-06-11,1.0,CASE,RT05_OVERSUPPLY,1412.15,RSM,,RESTOCK,APPROVED
4468,CN0004468,80635,493043,275,216,2026-06-16,1.0,CASE,RT02_DAMAGE_TRANSIT,463.54,AUTO,,SCRAP,PENDING
4469,CN0004469,58538,357965,526,61,2026-02-03,55.0,EACH,RT01_NEAR_EXPIRY,93.17,ASM,,SCRAP,PENDING
4470,CN0004470,61565,376458,197,265,2026-02-21,2.0,CASE,RT05_OVERSUPPLY,778.54,ASM,,VENDOR_RECOVERY,APPROVED
4471,CN0004471,60990,372907,385,52,2026-02-08,1.0,CASE,RT04_QUALITY,623.76,AUTO,,RESTOCK,APPROVED
4472,CN0004472,75062,458709,244,334,2026-05-30,6.0,CASE,RT02_DAMAGE_TRANSIT,189.66,RSM,,RESTOCK,APPROVED
4473,CN0004473,12594,77503,665,137,2025-04-17,-62.0,EACH,RT01_NEAR_EXPIRY,45.77,RSM,,VENDOR_RECOVERY,REJECTED
4474,CN0004474,11870,73035,461,337,2025-04-02,1.0,CASE,RT03_WRONG_SKU,1766.59,AUTO,,SCRAP,APPROVED
4475,CN0004475,72172,441394,490,283,2026-04-25,8.0,CASE,RT01_NEAR_EXPIRY,1039.59,ASM,,SCRAP,APPROVED
4476,CN0004476,12970,79721,360,341,2025-03-28,1.0,CASE,RT02_DAMAGE_TRANSIT,797.28,ASM,,VENDOR_RECOVERY,PENDING
4477,CN0004477,83406,509813,150,325,2026-07-21,1.0,CASE,RT06_COLD_CHAIN_BREACH,6.08,RSM,,RESTOCK,REJECTED
4478,CN0004478,15331,94182,542,309,2025-04-17,2.0,CASE,RT03_WRONG_SKU,299.78,RSM,,SCRAP,REJECTED
4479,CN0004479,14,83,379,304,2025-01-12,4.0,CASE,RT04_QUALITY,1284.02,RSM,,VENDOR_RECOVERY,APPROVED
4480,CN0004480,58359,356887,228,30,2026-02-13,2.0,CASE,RT03_WRONG_SKU,171.6,ASM,,RESTOCK,APPROVED
4481,CN0004481,9593,59189,723,238,2025-03-19,-1.0,CASE,RT04_QUALITY,450.24,ASM,,SCRAP,REJECTED
4482,CN0004482,70563,431555,426,260,2026-04-15,42.0,EACH,RT04_QUALITY,45.78,AUTO,,VENDOR_RECOVERY,REJECTED
4483,CN0004483,59370,362988,609,47,2026-02-10,3.0,CASE,RT02_DAMAGE_TRANSIT,319.11,RSM,,RESTOCK,PENDING
4484,CN0004484,72848,445442,231,171,2026-05-18,4.0,CASE,RT01_NEAR_EXPIRY,1673.17,ASM,,SCRAP,REJECTED
4485,CN0004485,1871,11453,313,242,2025-01-20,1.0,CASE,RT01_NEAR_EXPIRY,1280.79,AUTO,,SCRAP,APPROVED
4486,CN0004486,41893,256169,628,135,2025-10-21,1.0,EACH,RT05_OVERSUPPLY,49.25,RSM,,VENDOR_RECOVERY,REJECTED
4487,CN0004487,14639,89940,711,219,2025-04-09,1.0,CASE,RT02_DAMAGE_TRANSIT,702.33,RSM,,SCRAP,REJECTED
4488,CN0004488,34746,212445,684,337,2025-09-14,1.0,CASE,RT04_QUALITY,1776.19,RSM,,SCRAP,PENDING
4489,CN0004489,69632,425744,183,328,2026-04-10,1.0,CASE,RT01_NEAR_EXPIRY,197.93,ASM,,RESTOCK,APPROVED
4490,CN0004490,24794,152083,356,310,2025-07-06,7.0,CASE,RT01_NEAR_EXPIRY,1561.76,AUTO,,RESTOCK,PENDING
4491,CN0004491,17967,110165,20,271,2025-05-27,95.0,EACH,RT01_NEAR_EXPIRY,77.95,RSM,,VENDOR_RECOVERY,APPROVED
4492,CN0004492,38481,235107,47,330,2025-09-16,1.0,CASE,RT02_DAMAGE_TRANSIT,200.21,RSM,,SCRAP,PENDING
4493,CN0004493,5830,35672,75,294,2025-02-12,2.0,CASE,RT05_OVERSUPPLY,3449.26,RSM,,RESTOCK,PENDING
4494,CN0004494,69148,422921,653,43,2026-04-11,113.0,EACH,RT03_WRONG_SKU,84.66,AUTO,,RESTOCK,PENDING
4495,CN0004495,55466,338950,677,275,2026-01-13,1.0,CASE,RT03_WRONG_SKU,531.77,AUTO,,RESTOCK,REJECTED
4496,CN0004496,5236,32042,279,303,2025-02-10,2.0,CASE,RT01_NEAR_EXPIRY,479.47,RSM,,SCRAP,PENDING
4497,CN0004497,79710,487288,278,140,2026-06-28,3.0,CASE,RT01_NEAR_EXPIRY,265.52,AUTO,,SCRAP,APPROVED
4498,CN0004498,56039,342479,722,180,2026-01-14,28.0,EACH,RT02_DAMAGE_TRANSIT,91.12,AUTO,,VENDOR_RECOVERY,REJECTED
4499,CN0004499,57822,353680,427,252,2026-01-23,1.0,CASE,RT05_OVERSUPPLY,178.0,ASM,,SCRAP,APPROVED
4500,CN0004500,65186,398730,544,94,2026-03-30,1.0,CASE,RT02_DAMAGE_TRANSIT,747.42,ASM,,VENDOR_RECOVERY,APPROVED
4501,CN0004501,66508,406681,709,271,2026-03-18,-5.0,CASE,RT01_NEAR_EXPIRY,481.8,RSM,,SCRAP,REJECTED
4502,CN0004502,20089,123291,579,22,2025-05-21,5.0,CASE,RT01_NEAR_EXPIRY,111.96,ASM,,SCRAP,APPROVED
4503,CN0004503,26936,165130,284,284,2025-07-06,3.0,CASE,RT01_NEAR_EXPIRY,38.41,RSM,,SCRAP,APPROVED
4504,CN0004504,73521,449458,167,26,2026-05-06,7.0,CASE,RT02_DAMAGE_TRANSIT,759.41,AUTO,,RESTOCK,PENDING
4505,CN0004505,19600,120258,62,265,2025-05-22,33.0,EACH,RT04_QUALITY,86.52,AUTO,,SCRAP,PENDING
4506,CN0004506,32289,197508,9,28,2025-08-06,1.0,CASE,RT05_OVERSUPPLY,160.95,RSM,,SCRAP,REJECTED
4507,CN0004507,40909,249947,609,71,2025-10-21,1.0,CASE,RT01_NEAR_EXPIRY,457.42,RSM,,SCRAP,APPROVED
4508,CN0004508,78500,479860,491,5,2026-06-01,36.0,EACH,RT03_WRONG_SKU,5.23,RSM,,VENDOR_RECOVERY,REJECTED
4509,CN0004509,24972,153206,356,20,2025-06-19,1.0,CASE,RT02_DAMAGE_TRANSIT,360.02,RSM,,VENDOR_RECOVERY,APPROVED
4510,CN0004510,45936,280863,52,333,2025-11-18,1.0,CASE,RT01_NEAR_EXPIRY,887.58,RSM,,SCRAP,REJECTED
4511,CN0004511,70154,428938,435,229,2026-04-30,-1.0,CASE,RT01_NEAR_EXPIRY,920.59,RSM,,SCRAP,PENDING
4512,CN0004512,67003,409735,269,20,2026-03-23,1.0,CASE,RT01_NEAR_EXPIRY,80.37,RSM,,SCRAP,APPROVED
4513,CN0004513,79504,486056,651,145,2026-06-24,1.0,CASE,RT05_OVERSUPPLY,48.98,ASM,,RESTOCK,REJECTED
4514,CN0004514,41944,256469,311,221,2025-10-07,3.0,CASE,RT01_NEAR_EXPIRY,621.4,ASM,,SCRAP,REJECTED
4515,CN0004515,65665,401638,514,296,2026-03-19,5.0,CASE,RT03_WRONG_SKU,1968.91,RSM,,SCRAP,APPROVED
4516,CN0004516,25235,154813,557,304,2025-06-28,3.0,CASE,RT06_COLD_CHAIN_BREACH,861.65,AUTO,,SCRAP,APPROVED
4517,CN0004517,7996,49136,417,162,2025-03-15,-6.0,CASE,RT03_WRONG_SKU,1155.54,ASM,,SCRAP,APPROVED
4518,CN0004518,29826,182505,478,23,2025-08-08,1.0,CASE,RT03_WRONG_SKU,201.38,AUTO,,RESTOCK,PENDING
4519,CN0004519,23817,146053,662,135,2025-06-30,3.0,CASE,RT01_NEAR_EXPIRY,335.01,RSM,,RESTOCK,APPROVED
4520,CN0004520,60382,369299,456,6,2026-02-27,1.0,EACH,RT05_OVERSUPPLY,140.28,ASM,,SCRAP,APPROVED
4521,CN0004521,64588,395034,682,107,2026-02-28,-1.0,CASE,RT01_NEAR_EXPIRY,1231.48,RSM,,SCRAP,APPROVED
4522,CN0004522,13181,80955,218,212,2025-04-12,29.0,EACH,RT06_COLD_CHAIN_BREACH,25.86,AUTO,,SCRAP,APPROVED
4523,CN0004523,6191,37906,519,330,2025-03-12,3.0,CASE,RT01_NEAR_EXPIRY,386.36,AUTO,,SCRAP,APPROVED
4524,CN0004524,47241,288878,375,18,2025-11-17,2.0,CASE,RT01_NEAR_EXPIRY,4644.54,AUTO,,VENDOR_RECOVERY,PENDING
4525,CN0004525,7854,48213,716,96,2025-03-03,-3.0,CASE,RT01_NEAR_EXPIRY,2185.18,RSM,,SCRAP,APPROVED
4526,CN0004526,54682,334023,183,65,2025-12-26,2.0,CASE,RT04_QUALITY,64.7,ASM,,SCRAP,PENDING
4527,CN0004527,64903,396945,553,267,2026-03-04,3.0,CASE,RT02_DAMAGE_TRANSIT,125.11,RSM,,SCRAP,REJECTED
