product_id,sku_code,product_name,brand,category,subcategory,pack_size_value,pack_size_uom,case_pack,mrp_inr,list_price_inr,gst_rate_pct,hsn_code,shelf_life_days,storage_temp_band,is_chilled,abc_class,min_order_qty_cases,unit_weight_grams,barcode_ean13,launch_date,discontinued_date,supplier_name,status,created_at,updated_at
120,SKU00120,Marwar Energy Drink 200ml,Marwar,Beverages,Energy Drink,200.0,ML,30,433.0,305.4,0.0,350001,325,AMBIENT,0,A,2,208.7,8905131468232,2020-07-24,,Hillfare Dairy Co-op,ACTIVE,,
121,SKU00121,Hillfare Energy Drink 100ml,Hillfare,Beverages,Energy Drink,100.0,ML,8,172.0,126.1,18.0,380823,314,AMBIENT,0,B,1,97.2,8908995807983,2023-02-03,,Bluepeak Beverages,ACTIVE,,
122,SKU00122,Marwar Energy Drink 1000ml,Marwar,Beverages,Energy Drink,1000.0,ML,10,92.0,70.2,0.0,150598,342,AMBIENT,0,B,5,1089.6,8907194954959,2021-03-31,,Hillfare Dairy Co-op,ACTIVE,,
123,SKU00123,Kestrel Select Energy Drink 750ml,Kestrel,Beverages,Energy Drink,750.0,ML,8,389.0,294.06,12.0,169481,261,AMBIENT,0,A,5,782.9,8900750405946,2021-02-11,2025-12-19,Bluepeak Beverages,DISCONTINUED,,
124,SKU00124,Kestrel Select Energy Drink 500ml,Kestrel,Beverages,Energy Drink,500.0,ML,24,144.0,119.24,18.0,783864,220,AMBIENT,0,C,1,517.8,8909273697726,2024-04-20,,Bluepeak Beverages,ACTIVE,,
125,SKU00125,Marwar Energy Drink 100ml,Marwar,Beverages,Energy Drink,100.0,ML,12,212.0,166.38,0.0,175783,347,AMBIENT,0,C,2,110.7,8904180498287,2024-04-01,,Kestrel Foods Ltd,ACTIVE,,
126,SKU00126,Bluepeak Energy Drink 250ml,Bluepeak,Beverages,Energy Drink,250.0,ML,8,45.0,37.11,5.0,437057,294,AMBIENT,0,A,1,243.1,8908826039774,2024-05-05,,Bluepeak Beverages,ACTIVE,,
127,SKU00127,Bluepeak Iced Tea 400ml,Bluepeak,Beverages,Iced Tea,400.0,ML,30,96.0,73.9,5.0,184065,302,AMBIENT,0,A,1,399.0,8904146460758,2023-08-26,,Marwar Agro,ACTIVE,,
128,SKU00128,Amrit Valley Iced Tea 500ml,Amrit,Beverages,Iced Tea,500.0,ML,30,353.0,262.41,5.0,100077,295,AMBIENT,0,A,1,572.2,8907146083970,2023-12-10,,Marwar Agro,ACTIVE,,
129,SKU00129,Kestrel Select Iced Tea 150ml,Kestrel,Beverages,Iced Tea,150.0,ML,6,70.0,57.83,12.0,792352,231,AMBIENT,0,A,5,166.8,8904257718732,2024-10-28,,Coastline Marine,ACTIVE,,
130,SKU00130,Hillfare Iced Tea 500ml,Hillfare,Beverages,Iced Tea,500.0,ML,6,476.0,343.09,0.0,407669,267,AMBIENT,0,B,1,557.8,8904776347839,2024-04-04,,Marwar Agro,ACTIVE,,
131,SKU00131,Amrit Valley Iced Tea 150ml,Amrit,Beverages,Iced Tea,150.0,ML,6,36.0,29.17,0.0,306751,332,AMBIENT,0,B,2,142.7,8907243093859,2022-03-17,,Bluepeak Beverages,ACTIVE,,
132,SKU00132,Marwar Iced Tea 400ml,Marwar,Beverages,Iced Tea,400.0,ML,24,251.0,196.73,0.0,255717,344,AMBIENT,0,B,2,420.0,8909331260058,2024-03-18,,Marwar Agro,ACTIVE,,
133,SKU00133,Amrit Valley Iced Tea 100ml,Amrit,Beverages,Iced Tea,100.0,ML,12,68.0,47.63,5.0,774768,347,AMBIENT,0,A,5,112.8,8908024256113,2020-05-12,,Marwar Agro,ACTIVE,,
134,SKU00134,Bluepeak Iced Tea 100ml,Bluepeak,Beverages,Iced Tea,100.0,ML,30,229.0,173.95,0.0,455570,358,AMBIENT,0,A,1,107.8,8901959393994,2024-07-24,,Coastline Marine,ACTIVE,,
135,SKU00135,Marwar Iced Tea 500ml,Marwar,Beverages,Iced Tea,500.0,ML,30,212.0,146.1,18.0,448507,249,AMBIENT,0,A,1,539.6,8908313297901,2021-05-11,,Coastline Marine,ACTIVE,,
136,SKU00136,Kestrel Iced Tea 150ml,Kestrel,Beverages,Iced Tea,150.0,ML,6,144.0,104.12,12.0,264983,196,AMBIENT,0,A,1,163.3,8905465757874,2024-10-07,,Bluepeak Beverages,ACTIVE,,
137,SKU00137,Amrit Valley Iced Tea 200ml,Amrit,Beverages,Iced Tea,200.0,ML,8,152.0,126.35,18.0,932272,337,AMBIENT,0,A,1,217.0,8905247568105,2024-01-31,,Marwar Agro,ACTIVE,,
138,SKU00138,Hillfare Iced Tea 1000ml,Hillfare,Beverages,Iced Tea,1000.0,ML,6,220.0,156.7,0.0,800069,216,AMBIENT,0,C,5,1085.6,8905984257852,2024-09-19,,Hillfare Dairy Co-op,ACTIVE,,
139,SKU00139,Kestrel Chips 750g,Kestrel,Snacks,Chips,750.0,G,24,141.0,115.92,12.0,247514,176,AMBIENT,0,A,1,814.0,8901679769794,2021-01-30,,Coastline Marine,ACTIVE,,
140,SKU00140,Marwar Chips 150g,Marwar,Snacks,Chips,150.0,G,6,226.0,185.46,12.0,333279,243,AMBIENT,0,B,2,151.8,8906874045999,2021-12-04,,Bluepeak Beverages,ACTIVE,,
141,SKU00141,Coastline Chips 150g,Coastline,Snacks,Chips,150.0,G,24,107.0,84.86,5.0,831383,269,AMBIENT,0,C,1,152.9,8905733152429,2021-07-08,,Marwar Agro,ACTIVE,,
142,SKU00142,Amrit Valley Chips 100ml,Amrit,Snacks,Chips,100.0,ML,10,392.0,269.15,5.0,843790,208,AMBIENT,0,A,2,113.5,8904247339587,2020-12-26,,Marwar Agro,ACTIVE,,
143,SKU00143,Hillfare Chips 1000g,Hillfare,Snacks,Chips,1000.0,G,30,103.0,75.78,18.0,586105,222,AMBIENT,0,B,2,1031.6,8909763041056,2024-02-23,,Hillfare Dairy Co-op,ACTIVE,,
144,SKU00144,Marwar Chips 150ml,Marwar,Snacks,Chips,150.0,ML,30,454.0,359.26,12.0,538597,245,AMBIENT,0,B,1,171.2,8902306362606,2022-12-14,,Marwar Agro,ACTIVE,,
145,SKU00145,Bluepeak Chips 250kg,Bluepeak,Snacks,Chips,250.0,KG,6,193.0,138.66,5.0,471588,147,AMBIENT,0,A,5,245.9,8901463825615,2024-09-12,,Kestrel Foods Ltd,ACTIVE,,
146,SKU00146,Marwar Chips 750g,Marwar,Snacks,Chips,750.0,G,8,323.0,229.96,0.0,609501,138,AMBIENT,0,B,2,755.6,8905066755354,2022-01-17,,Kestrel Foods Ltd,ACTIVE,,
147,SKU00147,Kestrel Select Chips 750kg,Kestrel,Snacks,Chips,750.0,KG,10,101.0,73.47,5.0,831567,218,AMBIENT,0,A,1,839.9,8907711086243,2021-10-05,,Coastline Marine,ACTIVE,,
148,SKU00148,Coastline Chips 750ml,Coastline,Snacks,Chips,750.0,ML,12,224.0,167.07,0.0,209118,143,AMBIENT,0,B,1,845.5,8908881724355,2021-01-23,,Kestrel Foods Ltd,ACTIVE,,
149,SKU00149,Coastline Chips 500ml,Coastline,Snacks,Chips,500.0,ML,24,442.0,367.79,5.0,990064,211,AMBIENT,0,B,1,503.2,8900318022381,2023-08-10,,Bluepeak Beverages,ACTIVE,,
150,SKU00150,Coastline Chips 1000kg,Coastline,Snacks,Chips,1000.0,KG,24,239.0,199.2,18.0,502620,123,AMBIENT,0,B,2,997.5,8901845711568,2021-08-23,,Coastline Marine,ACTIVE,,
151,SKU00151,Kestrel Chips 500ml,Kestrel,Snacks,Chips,500.0,ML,8,401.0,325.08,12.0,474800,244,AMBIENT,0,B,2,489.1,8902781306206,2024-03-29,,Hillfare Dairy Co-op,ACTIVE,,
152,SKU00152,Kestrel Select Namkeen 500g,Kestrel,Snacks,Namkeen,500.0,G,30,57.0,45.58,5.0,947598,148,AMBIENT,0,B,2,475.1,8908493970963,2020-09-15,,Hillfare Dairy Co-op,ACTIVE,,
153,SKU00153,Marwar Namkeen 400ml,Marwar,Snacks,Namkeen,400.0,ML,10,123.0,92.18,18.0,996857,159,AMBIENT,0,B,1,428.1,8900747085681,2022-08-31,2026-03-22,Bluepeak Beverages,DISCONTINUED,,
154,SKU00154,Kestrel Namkeen 100g,Kestrel,Snacks,Namkeen,100.0,G,8,397.0,322.92,12.0,926710,171,AMBIENT,0,C,1,107.4,8900364161186,2022-08-18,,Hillfare Dairy Co-op,ACTIVE,,
155,SKU00155,Kestrel Namkeen 400kg,Kestrel,Snacks,Namkeen,400.0,KG,6,131.0,101.46,0.0,577520,222,AMBIENT,0,C,1,430.7,8907138024385,2022-12-13,,Bluepeak Beverages,ACTIVE,,
156,SKU00156,Kestrel Namkeen 100g,Kestrel,Snacks,Namkeen,100.0,G,8,464.0,346.11,12.0,267844,243,AMBIENT,0,A,5,112.4,8905634814019,2020-11-06,,Coastline Marine,ACTIVE,,
157,SKU00157,Hillfare Namkeen 1000kg,Hillfare,Snacks,Namkeen,1000.0,KG,8,331.0,262.43,12.0,990639,181,AMBIENT,0,C,1,1101.7,8903645237036,2022-03-07,,Kestrel Foods Ltd,ACTIVE,,
158,SKU00158,Amrit Valley Namkeen 1000g,Amrit,Snacks,Namkeen,1000.0,G,6,20.0,14.73,0.0,961519,171,AMBIENT,0,A,5,1132.6,8909954107400,2021-07-19,,Kestrel Foods Ltd,ACTIVE,,
159,SKU00159,Kestrel Select Namkeen 400g,Kestrel,Snacks,Namkeen,400.0,G,8,356.0,295.69,0.0,901888,177,AMBIENT,0,C,5,414.8,8908834965481,2021-09-24,,Kestrel Foods Ltd,ACTIVE,,
160,SKU00160,Amrit Valley Namkeen 150g,Amrit,Snacks,Namkeen,150.0,G,30,188.0,157.42,5.0,897548,132,AMBIENT,0,C,2,162.5,8905742573375,2021-04-23,,Marwar Agro,ACTIVE,,
161,SKU00161,Coastline Namkeen 200g,Coastline,Snacks,Namkeen,200.0,G,6,108.0,73.59,5.0,895155,160,AMBIENT,0,A,2,221.8,8906610914279,2021-10-22,2025-09-15,Marwar Agro,DISCONTINUED,,
162,SKU00162,Marwar Namkeen 1000g,Marwar,Snacks,Namkeen,1000.0,G,24,325.0,241.87,12.0,437876,240,AMBIENT,0,C,1,1051.2,8909216623249,2022-12-05,,Coastline Marine,ACTIVE,,
163,SKU00163,Marwar Namkeen 250g,Marwar,Snacks,Namkeen,250.0,G,6,90.0,72.78,12.0,638621,238,AMBIENT,0,A,5,247.7,8905620874120,2021-05-19,,Bluepeak Beverages,ACTIVE,,
164,SKU00164,Marwar Namkeen 150ml,Marwar,Snacks,Namkeen,150.0,ML,10,477.0,392.73,18.0,112384,226,AMBIENT,0,B,1,159.0,8909849237563,2021-10-11,,Coastline Marine,ACTIVE,,
165,SKU00165,Amrit Valley Biscuits 1000g,Amrit,Snacks,Biscuits,1000.0,G,30,110.0,76.73,0.0,433215,231,AMBIENT,0,B,1,1036.4,8901372414124,2021-09-27,,Coastline Marine,ACTIVE,,
166,SKU00166,Hillfare Biscuits 250g,Hillfare,Snacks,Biscuits,250.0,G,12,352.0,276.29,12.0,448894,266,AMBIENT,0,A,1,241.3,8902783947465,2022-11-21,,Hillfare Dairy Co-op,ACTIVE,,
167,SKU00167,Bluepeak Biscuits 250kg,Bluepeak,Snacks,Biscuits,250.0,KG,30,361.0,287.72,0.0,832601,249,AMBIENT,0,B,5,261.8,8901644286912,2021-07-11,,Kestrel Foods Ltd,ACTIVE,,
168,SKU00168,Bluepeak Biscuits 200g,Bluepeak,Snacks,Biscuits,200.0,G,6,477.0,377.75,12.0,180401,154,AMBIENT,0,A,1,203.2,8906989210989,2020-04-07,,Coastline Marine,ACTIVE,,
169,SKU00169,Marwar Biscuits 250g,Marwar,Snacks,Biscuits,250.0,G,8,339.0,272.61,5.0,773645,208,AMBIENT,0,A,5,283.0,8909485193126,2023-11-05,,Hillfare Dairy Co-op,ACTIVE,,
170,SKU00170,Hillfare Biscuits 400kg,Hillfare,Snacks,Biscuits,400.0,KG,24,391.0,300.38,18.0,863640,142,AMBIENT,0,B,1,421.4,8909383781702,2020-05-13,,Kestrel Foods Ltd,ACTIVE,,
171,SKU00171,Hillfare Biscuits 100g,Hillfare,Snacks,Biscuits,100.0,G,30,148.0,119.07,5.0,346700,144,AMBIENT,0,B,1,105.1,8908430604130,2023-10-31,,Bluepeak Beverages,ACTIVE,,
172,SKU00172,Kestrel Select Biscuits 1000kg,Kestrel,Snacks,Biscuits,1000.0,KG,10,132.0,106.26,12.0,849977,254,AMBIENT,0,A,1,1112.9,8907066487748,2023-10-21,,Marwar Agro,ACTIVE,,
173,SKU00173,Kestrel Select Biscuits 150ml,Kestrel,Snacks,Biscuits,150.0,ML,12,409.0,332.58,5.0,292840,156,AMBIENT,0,A,1,152.2,8907925269824,2020-10-10,,Hillfare Dairy Co-op,ACTIVE,,
174,SKU00174,Bluepeak Biscuits 200g,Bluepeak,Snacks,Biscuits,200.0,G,8,468.0,346.87,0.0,371307,254,AMBIENT,0,A,2,193.3,8904814915410,2024-05-12,,Marwar Agro,ACTIVE,,
175,SKU00175,Kestrel Select Biscuits 1000ml,Kestrel,Snacks,Biscuits,1000.0,ML,6,332.0,270.34,12.0,641006,136,AMBIENT,0,A,2,1041.5,8906758010522,2024-06-16,,Hillfare Dairy Co-op,ACTIVE,,
176,SKU00176,Bluepeak Nuts 250g,Bluepeak,Snacks,Nuts,250.0,G,8,27.0,20.54,18.0,346672,190,AMBIENT,0,A,1,260.2,8902148064028,2021-05-18,,Kestrel Foods Ltd,ACTIVE,,
177,SKU00177,Bluepeak Nuts 750g,Bluepeak,Snacks,Nuts,750.0,G,30,144.0,116.88,18.0,334704,235,AMBIENT,0,B,1,822.0,8905486817176,2020-08-25,2026-01-24,Coastline Marine,DISCONTINUED,,
178,SKU00178,Amrit Valley Nuts 400g,Amrit,Snacks,Nuts,400.0,G,8,246.0,179.01,0.0,308988,211,AMBIENT,0,C,2,433.3,8905310192446,2021-03-03,,Coastline Marine,ACTIVE,,
179,SKU00179,Kestrel Nuts 750g,Kestrel,Snacks,Nuts,750.0,G,10,357.0,266.31,12.0,946687,245,AMBIENT,0,A,1,822.3,8905976944733,2024-03-11,,Coastline Marine,ACTIVE,,
180,SKU00180,Amrit Valley Nuts 100g,Amrit,Snacks,Nuts,100.0,G,24,445.0,366.87,0.0,201939,138,AMBIENT,0,A,2,110.7,8909227390847,2023-06-11,,Marwar Agro,ACTIVE,,
181,SKU00181,Hillfare Nuts 100g,Hillfare,Snacks,Nuts,100.0,G,30,40.0,31.17,12.0,427802,178,AMBIENT,0,A,2,104.6,8904634631765,2022-01-18,,Hillfare Dairy Co-op,ACTIVE,,
182,SKU00182,Amrit Valley Nuts 400ml,Amrit,Snacks,Nuts,400.0,ML,24,245.0,192.82,18.0,248467,176,AMBIENT,0,B,1,421.6,8902716030331,2020-10-18,,Bluepeak Beverages,ACTIVE,,
183,SKU00183,Bluepeak Nuts 750g,Bluepeak,Snacks,Nuts,750.0,G,30,95.0,72.69,0.0,404780,124,AMBIENT,0,B,2,740.7,8909734530641,2023-01-09,,Hillfare Dairy Co-op,ACTIVE,,
184,SKU00184,Kestrel Nuts 500kg,Kestrel,Snacks,Nuts,500.0,KG,8,37.0,27.78,0.0,473511,253,AMBIENT,0,A,1,492.6,8902791608264,2024-07-03,,Coastline Marine,ACTIVE,,
185,SKU00185,Kestrel Select Frozen Peas 150g,Kestrel,Frozen,Frozen Peas,150.0,G,12,411.0,332.71,5.0,730036,279,CHILLED,1,B,2,149.6,8902405141435,2023-04-03,,Coastline Marine,ACTIVE,,
186,SKU00186,Bluepeak Frozen Peas 150kg,Bluepeak,Frozen,Frozen Peas,150.0,KG,12,107.0,87.67,0.0,933490,221,CHILLED,1,C,1,161.6,8902577122618,2022-09-15,,Coastline Marine,ACTIVE,,
187,SKU00187,Bluepeak Frozen Peas 100g,Bluepeak,Frozen,Frozen Peas,100.0,G,8,435.0,358.51,5.0,343894,343,CHILLED,1,B,5,113.5,8908162320608,2024-06-10,2026-01-19,Bluepeak Beverages,DISCONTINUED,,
188,SKU00188,Marwar Frozen Peas 500ml,Marwar,Frozen,Frozen Peas,500.0,ML,6,67.0,49.13,5.0,857970,278,CHILLED,1,B,2,551.3,8903154854624,2023-06-16,,Marwar Agro,ACTIVE,,
189,SKU00189,Coastline Frozen Peas 400ml,Coastline,Frozen,Frozen Peas,400.0,ML,10,184.0,136.24,12.0,273937,333,CHILLED,1,A,5,440.2,8900459341159,2024-11-25,,Bluepeak Beverages,ACTIVE,,
190,SKU00190,Bluepeak Frozen Peas 100g,Bluepeak,Frozen,Frozen Peas,100.0,G,6,356.0,296.61,12.0,806452,344,CHILLED,1,A,5,105.6,8900575304361,2020-05-18,2025-06-27,Hillfare Dairy Co-op,DISCONTINUED,,
191,SKU00191,Kestrel Frozen Peas 250kg,Kestrel,Frozen,Frozen Peas,250.0,KG,6,61.0,42.37,12.0,486872,238,CHILLED,1,C,1,274.3,8905675146066,2021-12-21,,Kestrel Foods Ltd,ACTIVE,,
192,SKU00192,Coastline Frozen Peas 1000kg,Coastline,Frozen,Frozen Peas,1000.0,KG,24,367.0,277.43,12.0,859943,250,CHILLED,1,B,2,1081.2,8903149043079,2023-06-26,,Marwar Agro,ACTIVE,,
193,SKU00193,Amrit Valley Frozen Paratha 400ml,Amrit,Frozen,Frozen Paratha,400.0,ML,10,420.0,293.8,5.0,303781,333,CHILLED,1,B,2,398.2,8902505997268,2023-10-14,,Hillfare Dairy Co-op,ACTIVE,,
194,SKU00194,Kestrel Select Frozen Paratha 1000g,Kestrel,Frozen,Frozen Paratha,1000.0,G,30,41.0,32.42,12.0,885297,263,CHILLED,1,C,2,1096.3,8905024543456,2022-08-13,,Marwar Agro,ACTIVE,,
195,SKU00195,Kestrel Select Frozen Paratha 500ml,Kestrel,Frozen,Frozen Paratha,500.0,ML,12,218.0,168.04,12.0,730391,293,CHILLED,1,B,5,496.9,8904957494429,2020-06-19,,Kestrel Foods Ltd,ACTIVE,,
196,SKU00196,Marwar Frozen Paratha 200kg,Marwar,Frozen,Frozen Paratha,200.0,KG,30,296.0,226.16,5.0,512796,357,CHILLED,1,A,2,207.8,8900645739775,2024-01-28,,Marwar Agro,ACTIVE,,
197,SKU00197,Kestrel Select Frozen Paratha 400kg,Kestrel,Frozen,Frozen Paratha,400.0,KG,30,266.0,207.32,5.0,521944,199,CHILLED,1,B,2,448.8,8901584787518,2022-04-25,,Bluepeak Beverages,ACTIVE,,
198,SKU00198,Amrit Valley Frozen Paratha 200g,Amrit,Frozen,Frozen Paratha,200.0,G,24,477.0,374.05,0.0,924435,251,CHILLED,1,A,2,192.5,8904524683211,2021-05-31,,Kestrel Foods Ltd,ACTIVE,,
199,SKU00199,Coastline Frozen Paratha 250g,Coastline,Frozen,Frozen Paratha,250.0,G,24,336.0,233.48,18.0,287677,268,CHILLED,1,C,5,256.5,8909169050834,2023-09-29,,Kestrel Foods Ltd,ACTIVE,,
200,SKU00200,Marwar Frozen Paratha 500g,Marwar,Frozen,Frozen Paratha,500.0,G,12,383.0,310.21,18.0,369260,249,CHILLED,1,B,1,546.4,8908415442102,2020-05-14,,Marwar Agro,ACTIVE,,
201,SKU00201,Kestrel Frozen Paratha 150ml,Kestrel,Frozen,Frozen Paratha,150.0,ML,8,108.0,86.75,5.0,207153,283,CHILLED,1,A,2,162.3,8900858354071,2024-07-06,,Marwar Agro,ACTIVE,,
202,SKU00202,Bluepeak Frozen Paratha 250ml,Bluepeak,Frozen,Frozen Paratha,250.0,ML,12,454.0,335.15,18.0,863769,355,CHILLED,1,B,5,280.2,8902831144447,2024-03-19,,Kestrel Foods Ltd,ACTIVE,,
203,SKU00203,Bluepeak Ice Cream 500g,Bluepeak,Frozen,Ice Cream,500.0,G,24,266.0,181.68,0.0,492783,212,CHILLED,1,A,5,486.0,8908472859753,2023-04-25,,Marwar Agro,ACTIVE,,
204,SKU00204,Kestrel Select Ice Cream 400ml,Kestrel,Frozen,Ice Cream,400.0,ML,24,298.0,230.94,5.0,339051,364,CHILLED,1,A,1,402.1,8906837820196,2022-07-17,,Bluepeak Beverages,ACTIVE,,
205,SKU00205,Coastline Ice Cream 750ml,Coastline,Frozen,Ice Cream,750.0,ML,30,480.0,343.52,0.0,684328,191,CHILLED,1,B,5,860.0,8907978709553,2020-12-23,,Marwar Agro,ACTIVE,,
206,SKU00206,Kestrel Select Ice Cream 500g,Kestrel,Frozen,Ice Cream,500.0,G,10,315.0,260.78,0.0,281805,213,CHILLED,1,B,1,533.0,8903917808369,2022-01-13,,Bluepeak Beverages,ACTIVE,,
207,SKU00207,Coastline Ice Cream 400ml,Coastline,Frozen,Ice Cream,400.0,ML,8,315.0,229.35,5.0,481066,340,CHILLED,1,B,5,442.5,8901675292394,2022-09-23,,Marwar Agro,ACTIVE,,
208,SKU00208,Hillfare Ice Cream 250g,Hillfare,Frozen,Ice Cream,250.0,G,8,325.0,224.99,12.0,779870,331,CHILLED,1,A,2,244.9,8906194895061,2022-09-25,,Kestrel Foods Ltd,ACTIVE,,
209,SKU00209,Marwar Ice Cream 100g,Marwar,Frozen,Ice Cream,100.0,G,12,373.0,302.45,12.0,507295,298,CHILLED,1,C,5,111.5,8900209757346,2020-12-22,,Kestrel Foods Ltd,ACTIVE,,
210,SKU00210,Kestrel Select Ice Cream 750ml,Kestrel,Frozen,Ice Cream,750.0,ML,10,323.0,254.14,12.0,621921,345,CHILLED,1,C,1,814.1,8904671401481,2024-10-03,,Hillfare Dairy Co-op,ACTIVE,,
211,SKU00211,Amrit Valley Ice Cream 1000kg,Amrit,Frozen,Ice Cream,1000.0,KG,10,21.0,15.26,0.0,959389,252,CHILLED,1,A,2,1003.9,8906168021342,2020-03-28,,Marwar Agro,ACTIVE,,
212,SKU00212,Hillfare Nuggets 400g,Hillfare,Frozen,Nuggets,400.0,G,6,148.0,103.27,12.0,259633,210,CHILLED,1,B,5,422.0,8907928636743,2021-03-07,,Marwar Agro,ACTIVE,,
213,SKU00213,Hillfare Nuggets 200ml,Hillfare,Frozen,Nuggets,200.0,ML,10,219.0,164.24,5.0,741351,256,CHILLED,1,B,2,211.5,8902054929710,2020-04-07,,Kestrel Foods Ltd,ACTIVE,,
214,SKU00214,Kestrel Nuggets 200ml,Kestrel,Frozen,Nuggets,200.0,ML,24,340.0,234.56,5.0,550548,194,CHILLED,1,A,1,205.6,8904861331894,2021-10-11,,Kestrel Foods Ltd,ACTIVE,,
215,SKU00215,Coastline Nuggets 1000kg,Coastline,Frozen,Nuggets,1000.0,KG,30,411.0,344.75,0.0,650226,181,CHILLED,1,B,1,1135.2,8906123881376,2023-05-07,,Bluepeak Beverages,ACTIVE,,
216,SKU00216,Coastline Nuggets 200kg,Coastline,Frozen,Nuggets,200.0,KG,8,242.0,183.61,5.0,778806,252,CHILLED,1,A,1,215.3,8904158383643,2023-04-11,,Marwar Agro,ACTIVE,,
217,SKU00217,Amrit Valley Nuggets 400ml,Amrit,Frozen,Nuggets,400.0,ML,6,428.0,325.39,0.0,616751,316,CHILLED,1,B,1,434.0,8900124621794,2023-08-17,,Marwar Agro,ACTIVE,,
218,SKU00218,Coastline Nuggets 750ml,Coastline,Frozen,Nuggets,750.0,ML,30,211.0,163.65,5.0,309330,229,CHILLED,1,A,5,835.8,8909287764779,2021-03-31,,Kestrel Foods Ltd,ACTIVE,,
219,SKU00219,Hillfare Nuggets 1000ml,Hillfare,Frozen,Nuggets,1000.0,ML,6,407.0,312.83,12.0,811943,207,CHILLED,1,B,1,1027.9,8900557093109,2024-07-24,,Marwar Agro,ACTIVE,,
220,SKU00220,Hillfare Nuggets 100ml,Hillfare,Frozen,Nuggets,100.0,ML,30,156.0,110.85,12.0,126179,336,CHILLED,1,C,1,105.1,8903958048238,2021-04-09,2025-07-08,Bluepeak Beverages,DISCONTINUED,,
221,SKU00221,Kestrel Select Nuggets 400kg,Kestrel,Frozen,Nuggets,400.0,KG,6,285.0,234.64,5.0,655892,344,CHILLED,1,A,5,457.0,8904133322673,2021-08-07,,Hillfare Dairy Co-op,ACTIVE,,
222,SKU00222,Coastline Nuggets 100ml,Coastline,Frozen,Nuggets,100.0,ML,24,328.0,231.34,5.0,967813,218,CHILLED,1,A,1,114.5,8904955840372,2022-10-31,,Bluepeak Beverages,ACTIVE,,
223,SKU00223,Hillfare Nuggets 100kg,Hillfare,Frozen,Nuggets,100.0,KG,24,426.0,300.59,12.0,682621,217,CHILLED,1,B,1,101.2,8903895620125,2020-11-25,,Kestrel Foods Ltd,ACTIVE,,
224,SKU00224,Coastline Nuggets 100kg,Coastline,Frozen,Nuggets,100.0,KG,12,310.0,240.21,12.0,476999,362,CHILLED,1,B,1,111.1,8905740030259,2021-03-22,,Marwar Agro,ACTIVE,,
225,SKU00225,Kestrel Atta 100kg,Kestrel,Staples,Atta,100.0,KG,24,22.0,17.52,12.0,369933,291,AMBIENT,0,C,2,104.0,8908061553942,2024-08-12,2025-12-14,Hillfare Dairy Co-op,DISCONTINUED,,
226,SKU00226,Kestrel Atta 200ml,Kestrel,Staples,Atta,200.0,ML,30,468.0,322.2,0.0,791693,192,AMBIENT,0,B,2,214.5,8902278583836,2020-08-09,,Kestrel Foods Ltd,ACTIVE,,
227,SKU00227,Amrit Valley Atta 400kg,Amrit,Staples,Atta,400.0,KG,8,360.0,255.05,0.0,797277,272,AMBIENT,0,C,2,457.0,8905985284887,2021-06-27,2025-12-12,Bluepeak Beverages,DISCONTINUED,,
228,SKU00228,Bluepeak Atta 100kg,Bluepeak,Staples,Atta,100.0,KG,24,279.0,197.46,12.0,656634,249,AMBIENT,0,B,1,103.8,8901541527824,2020-04-15,,Hillfare Dairy Co-op,ACTIVE,,
229,SKU00229,Bluepeak Atta 250ml,Bluepeak,Staples,Atta,250.0,ML,10,293.0,202.3,0.0,754651,261,AMBIENT,0,C,5,264.7,8903000516062,2022-07-16,,Marwar Agro,ACTIVE,,
230,SKU00230,Hillfare Atta 250g,Hillfare,Staples,Atta,250.0,G,12,343.0,258.58,12.0,267890,342,AMBIENT,0,C,1,250.6,8909794412670,2021-10-05,2026-05-05,Kestrel Foods Ltd,DISCONTINUED,,
231,SKU00231,Marwar Atta 100g,Marwar,Staples,Atta,100.0,G,30,249.0,189.69,12.0,571659,201,AMBIENT,0,A,1,100.1,8904544394819,2024-09-08,,Kestrel Foods Ltd,ACTIVE,,
232,SKU00232,Hillfare Atta 400ml,Hillfare,Staples,Atta,400.0,ML,24,128.0,101.94,0.0,741682,363,AMBIENT,0,B,1,408.3,8900393237624,2022-09-17,,Kestrel Foods Ltd,ACTIVE,,
233,SKU00233,Kestrel Select Atta 200ml,Kestrel,Staples,Atta,200.0,ML,6,59.0,40.75,18.0,722473,271,AMBIENT,0,A,2,212.2,8906085459188,2023-07-20,,Bluepeak Beverages,ACTIVE,,
234,SKU00234,Coastline Atta 200ml,Coastline,Staples,Atta,200.0,ML,24,144.0,100.36,5.0,326120,328,AMBIENT,0,A,2,226.5,8905402173442,2023-06-15,,Hillfare Dairy Co-op,ACTIVE,,
235,SKU00235,Amrit Valley Atta 750g,Amrit,Staples,Atta,750.0,G,6,171.0,138.58,0.0,998112,249,AMBIENT,0,A,1,767.1,8908493211460,2023-12-31,,Kestrel Foods Ltd,ACTIVE,,
236,SKU00236,Coastline Atta 1000ml,Coastline,Staples,Atta,1000.0,ML,30,84.0,66.1,18.0,441575,254,AMBIENT,0,B,1,1108.0,8903567667847,2020-05-29,,Coastline Marine,ACTIVE,,
237,SKU00237,Coastline Atta 200g,Coastline,Staples,Atta,200.0,G,12,136.0,92.96,12.0,315646,299,AMBIENT,0,A,2,218.4,8901017409017,2022-07-11,,Kestrel Foods Ltd,ACTIVE,,
